question,content,date,answers,views,ansAccepted,score,url
AngularFire extending the service issue,"I've been looking at the documentation for Synchronized Arrays https://www.firebase.com/docs/web/libraries/angular/api.html#angularfire-extending-the-services and https://www.firebase.com/docs/web/libraries/angular/guide/extending-services.html#section-firebasearrayI'm using Firebase version 2.2.7 and AngularFire version 1.1.2Using the code below, I'm having trouble recognizing $$removed events.If I run this code, only the $$added events will be triggered. To simulate the remove events I use the web-interface at Firebase to display data, where I press the remove button and accept the data being deleted permanently.Additionally, if I delete the $$removed function, the extended service still won't synchronize when a record is deleted.   If I modify my code to use the $firebaseArray instead of extending the service (as seen above) both add and remove events will be recognized. Finally, are there any bad practices I've missed that can cause some of the extended functions to not work? ",1.437E+12,0,4,FALSE,0,/questions/31443066/angularfire-extending-the-service-issue
Rails Best practice Controller or Model,"I'm trying to refactor my code according Rails Best Practice. Now I'm face with a problem where I have two instance variable at controller and I can't move them to the model. Here we are:feedbacks_controller.rbAccording to Rails Best practice Move Model Logic into the Model all assignments inside the else need move to the model, my doubt is how I will start the @employee instance variable inside of model?",1.437E+12,0,8,FALSE,0,/questions/31443063/rails-best-practice-controller-or-model
Apple Mach-O Linker Error after moving Xcode project from backup drive,"After experimenting with OS X El Capitan I decided to go back to Yosemite. I copied all my Xcode project to an external hard drive, formatted my internal drive and did a clean install of OS X and the Xcode 6.4. Now I get an error:Apple Mach-O Linker Error: Linker command failed with exit code 1. ",1.437E+12,0,5,FALSE,0,/questions/31443060/apple-mach-o-linker-error-after-moving-xcode-project-from-backup-drive
Dropdowns Functioning Unexpectedly Inside Modal (Bootstrap),"I have two dropdowns inside of a modal. When I click one of them, both turn grey as if clicked and the options hover over the buttons in the bottom right of the modal. I'm positive it has nothing to do with confused id attributes or any javascript I've written. Why is this happening?",1.437E+12,0,7,FALSE,-1,/questions/31443059/dropdowns-functioning-unexpectedly-inside-modal-bootstrap
How to set the default error pages for a basic Webrick server?,"I have a very basic webrick server running for the admin pages of an embedded device.  We just added basic authentication to the device and it works great, but you get the generic ""unauthorized"" message back like this:Does anyone know how to override this to return a static HTML file?",1.437E+12,0,3,FALSE,0,/questions/31443058/how-to-set-the-default-error-pages-for-a-basic-webrick-server
Https change website display,"My Wamp 2.5 server is now able to perfom SSL communication but the website display is different from http to https and there are nothing in my css files that should adapt display for https.I joined image showing differences between http and https.Of course i would like to have exactly the same display no matter of http or https. I've got differences for font, select markup, bold text, size of input time markup.Do you have a clue for me ?Thank you.http://www.hostingpics.net/viewer.php?id=120037901.pngI cannot view your link, but I can tell you that if you have a https connecting to any images, fonts or anything else that is on a none secure site it will not load.If you use chrome and inspect element, go to console and then view errors, I bet you will have errors associated with the HTTP to fix, check all your links and change them to HTTPS if available, if not download them and put them on your secured server.You haven't provided any code which makes this a bit difficultBut I'm willing to bet you have a link like thisHttps is finicky, and will refuse external scripts based on browser preferences. I would recommend downloading whatever scripts, css, images that you're externally linking to your home computer, and link them locally. This will give them the https prefix, and stop browsers from getting angry about you linking an unsecured, eternal link on what is supposed to be a secured webpage.",1.437E+12,2,5,FALSE,0,/questions/31443052/https-change-website-display
Read Date as string from excel using apache poi,I am trying to use apache poi library for reading the excel. I want to convert the date field to String value. Hence I used the following code:I am getting Dates in weird form that is <3/12/[]15>. The cell value id 3/12/2015. Can anyone please guide me in this.,1.437E+12,0,7,FALSE,0,/questions/31443048/read-date-as-string-from-excel-using-apache-poi
OpenCV - VideoCapture: How to change speed and change frame?,"I have this example code, where I am showing a video, from a source.What I want to do is now: I want to makea) pause / resume the video
b) play it faster and slower 
c) play it frame-wise: forward and backwardhow can I solve it?",1.437E+12,0,5,FALSE,0,/questions/31443044/opencv-videocapture-how-to-change-speed-and-change-frame
Buddy press individual profile Soundcloud widgets,"Using Buddy Press, in Word press, I need to allow my individual users to upload sound cloud widgets.Under users in profile builder i am limited to only having profile users enter URL's to their corresponding soundcloud accounts,",1.437E+12,0,1,FALSE,0,/questions/31443043/buddy-press-individual-profile-soundcloud-widgets
which erlang's pool is suitable?,"I hope this pool has a capability (or options) for auto reduce its worker's quantity when these are free for a max idle timeout.I have read the doc of poolboy and worker_pool and found there is only maximum worker quantity option, but no option for when to reduce it.Does it exist or how to modify them?",1.437E+12,0,5,FALSE,0,/questions/31443037/which-erlangs-pool-is-suitable
Pause and Resume download of big files from CDN (content distribution network) with dynamic url,"I'm using this code to download files with AFNetworking:This code works fine pausing and resuming the downloads, but the server has changed to use CDN and the URLs of the files are dynamic now.Is it possible the download with AFNetworking work with dynamic urls?Thanks.",1.437E+12,0,4,FALSE,0,/questions/31443030/pause-and-resume-download-of-big-files-from-cdn-content-distribution-network-w
Custom Fonts only available when set in Interface Builder,"I have added a custom font to my project.
It is included in the target, and it is added in the plist.
When I try to use it programmatically it doesn't work, and it doesn't show up when I print out a list of available fonts.
However, it does show up as an option in Interface Builder, and if I set a label's text to that font in IB, it works correctly and shows up when I print out a list of available fonts.
This is XCode 6.4 and iOS 8.0When it is working via IB, it gets printed out in the font names like this:
 Special Elite
   SpecialElite-RegularI call the font programmatically like:
[UIFont fontWithName:@""SpecialElite-Regular"" size:fontSize];There are no problems when doing this with the built-in fonts.This proves that you have not in fact included it properly in the target and the Info.plist.The reason it seems to work in IB is that this font is also present on your computer. But in fact if you were to run this app on your device, you would see that even setting the font in IB is not working.If that's not true, then there must be something wrong with how you're referring to it in code. You are probably using the wrong name - learning the correct name is not easy! ",1.437E+12,1,4,FALSE,0,/questions/31443027/custom-fonts-only-available-when-set-in-interface-builder
Azure Mobile Service OAuth REST Client,"I managed to develop a Azure Mobile Service and an iOS application which connects to my service using Facebook authentication. Everything works perfectly fine from the app.Now I'm trying to access my mobile service from a regular HTTP REST client and I'm hitting authentication issues. I tried to get the authentication code from FB and set the code in X-ZUMO-AUTH header but this does not help. I still get the ""Authorization has been denied for this request"" error.I would really appreciate if someone could point to the right direction on how to mimic the access to the mobile service just like the iOS app is doing it.Thanks,
Ruben",1.437E+12,0,4,FALSE,0,/questions/31443026/azure-mobile-service-oauth-rest-client
Within a JavaScript function how do I know if I was invoked with new? [duplicate],"If I have function:Is there a way to know if invoked by:versus:Try something like this:Basically we're comparing this with the global window object. If they are the same (hence ==) then throw an error if they are the same.You could also figure it out by checking if this is an instance of Thing:This is slightly better because it will only allow any instance of Thing or an instance of a child class of Thing.It's a very good idea you remembered to keep this in mind because otherwise you'll be setting attributes of window - so window.name will be ""Something""!",1.437E+12,1,30,TRUE,3,/questions/31443024/within-a-javascript-function-how-do-i-know-if-i-was-invoked-with-new
select where time = x or later,"I have a table with columns username and timestamp . When a username is entered the current timestamp is as well.I would like to fetch the rows of all the new users from a certain time until now, but the start time varies. Lets make it a timestamp represented by x.I would like to use SQL to select all rows in a table which have a time-stamp in the time range of timestamp x up until now().Thanks in advanceTry the statement you had placed in the comments but without the quotes. SELECT username FROM accounts WHERE timestamp > xAnd for X you would enter time in 24hr format ie. 15:26",1.437E+12,2,15,TRUE,0,/questions/31443021/select-where-time-x-or-later
How to add spaces to text when using .text(),"I'm using a combo of angularJS and jQuery working with the tooltip widget and a drop-down menu. We're grabbing a bunch of names that come into a multi-select, and when I select several items from the drop down I'm pulling the text to get the labels (since the items are coming from a database, the value doesn't work, it just shows the numbers)So right now I'm working with If I select: 'red, blue, green' it's being displaced as redbluegreen.Is there anyway I can keep the spaces using .text()? I've searched the site and can't find anything relevant.http://api.jquery.com/jquery.map/Try something like:    Can use map() to create an array, then join with a spaceDEMO",1.437E+12,3,31,FALSE,0,/questions/31443020/how-to-add-spaces-to-text-when-using-text
Qt with ZeroMQ publish subscribe pattern,"I would like to use ZeroMQ(4.1.2) with Qt (5.2.1).
Idea is to have zmq pub/sub (where server is outside) and sub is qt app.
Currently receive in Qt app runs once, could someone drop hint? 
Should ZeroMQ receiver be implemented in some other way?Currently my code looks like:mainwindow.hmainwindow.cppAnd server app is (from ZeroMQ examples):",1.437E+12,0,5,FALSE,0,/questions/31443017/qt-with-zeromq-publish-subscribe-pattern
How to get the hive table output or text file in hdfs on which hive table created to .CSV format.,So there is one condition with the cluster i'm working on. Nothing can be taken out of cluster to linux box. Files on which hive table are built are in sequence file format or text format.I need to change those files to CSV format with out outputting them to linux box  and also i can create table from existing table which can be STORED AS CSVfile if possible. (i'm not sure if i can do that).I have tried lot things..but couldn't do it unless i output it to linux box. Any help is appreciated.,1.437E+12,0,2,FALSE,0,/questions/31443015/how-to-get-the-hive-table-output-or-text-file-in-hdfs-on-which-hive-table-create
Interface not getting changed - winforms,"I have a function, when the function starts, I want to display some UI components and then start working and at the end, I want to erase those components from there. Problem is that I don't see the change in UI on the form.The function in which I am doing this is:Can someone help with this. Kindly let me know if I am doing something wrong.Add Application.DoEvents(); after you write to the controls. See the code below,",1.437E+12,1,9,FALSE,0,/questions/31443012/interface-not-getting-changed-winforms
Modify sub nav output using a filter in Wordpress,"I want to add html after the contents(sub-nav toggle button) in the li in my wordpress nav if the item has children...I've tried using nav_menu_link_attributes and wp_nav_menu_args but can't seem to have either do what I want, because I need to check the class and modify the args.",1.437E+12,0,7,FALSE,0,/questions/31443010/modify-sub-nav-output-using-a-filter-in-wordpress
How to use Acapela TTS voices from System.Speech.Synthesizer,"I just downloaded the Acapela SDK TTS for Windows demo (link), which claims to support different APIs: SAPI 4.0a, SAPI 5.1/5.3/5.4, System.Speech.Synthesizer .NET Framework, ActiveX and proprietary APIs (see Acapela TTS for Windows main features)This SDK includes a sample voice and I want to use it from Visual Studio 2012 / .NET 4.5 thru the .NET library System.Speech.Synthesizer.When I try the following code to list voices, I can see other installed voices except for the Acapela ones:How can I fix that?",1.437E+12,0,2,FALSE,0,/questions/31443009/how-to-use-acapela-tts-voices-from-system-speech-synthesizer
Is there any way to handle sessions in Express without performing database writes?,I'm managing my sessions in express using express-session as so:Problem is that I'm working with a globally distributed replica set and writes are literally going across the globe. Is there any way to handle sessions without writing to the database?,1.437E+12,0,4,FALSE,0,/questions/31443005/is-there-any-way-to-handle-sessions-in-express-without-performing-database-write
Pear standard in Laravel,"a friend of mine which is a experienced laravel developer told me that it is important to use pear-standard in laravel applications because laravel uses pear-standard aswell and that it can cause huge problems not to use it.It??s kinda hard to believe for me, can an experienced Laravel Developer tell me what he says to this?",1.437E+12,0,6,FALSE,0,/questions/31443003/pear-standard-in-laravel
Round Down a Floating Point Result,"I have two floating point (double) values a and b, and I'm looking to add them to get a result c.  I know that c will somehow be approximated, because everything is finite precision. Now, I want to 'round down' c, meaning that the floating point c is not greater than the real sum of floating points a and b, or c <= a + b.How can I do this? The following code in c comes to mind, but I'm not sure whether the answer will be what I want.Same question goes for multiplication instead of addition. :)PS. If it helps, a and b are always non-negative numbers.Edit: c should be a floating point as wellBased on your description, it seems like you want to control the rounding mode for a floating-point operation. This is supported in C99 by the functionality provided by the header file fenv.h. You may need to instruct your compiler to turn on C99 support, and you may need to instruct it to perform floating-point arithmetic in an IEEE-754 complaint way. Below is a minimal example showing how to perform double addition with truncation (round towards zero). Since you operands are known to be positive, this is equivalent to rounding down (towards negative infinity).The output of the above program should look something like this (note that the printing of infinities is implementation dependent):",1.437E+12,1,25,FALSE,1,/questions/31443002/round-down-a-floating-point-result
PHP XML - Convert XML node attribute to just a node,"I want to write a PHP script that will modify my XML file.I have my productId within the node as an attribute and I want to parse the entire file and convert it to a separate node. So I want to read the attribute of the node and put that attribute in its own node. But the rest of the nodes will stay as is.Before:To:Can I do this in PHP? Bearing in mind the file will have over one thousand separate products in it.You could do it this way.Output:Here's the manual's link and the addchild functions link. http://php.net/manual/en/class.simplexmlelement.php
http://php.net/manual/en/simplexmlelement.addchild.php",1.437E+12,1,6,FALSE,1,/questions/31442997/php-xml-convert-xml-node-attribute-to-just-a-node
CentOS 7 apachectl httpd.service fails to start,I'm building https://github.com/devopsgroup-io/catapult-release-management and every once in a while trying to apachectl start an error of:Job for httpd.service failed. See 'systemctl status httpd.service' and 'journalctl -xn' for details.systemctl status httpd.service outputs:and journalctl -xn outputs:Any ideas?,1.437E+12,0,4,FALSE,0,/questions/31442996/centos-7-apachectl-httpd-service-fails-to-start
Extjs 4.2 - Selecting out of a field resets saved data,"Using ExtJS 4.2, I have a grid with several rows. Within one of the columns, I have a numberfield. If I type 123 into the number field, and then click tab, the value is saved and the grid tabs over to the next column. However, if I type 123 into the numberfield and manually select (left click) the next column, the value 123 is erased and the data is set back to it's original state (blank). This seems to be default behavior within an EXT grid.How can I force EXT to not reset this data when manually selecting out of a field? I have tried setting the value programmatically  on blur but that doesn't seem to work.",1.437E+12,0,2,FALSE,0,/questions/31442994/extjs-4-2-selecting-out-of-a-field-resets-saved-data
Calling CodeIgniter get_instance in Wordpress causes 404,"I've been working for the past day or so on getting Wordpress the play nicely with Codeigniter. I have a parent application written in Codeigniter that I'm trying to use to control access to a Wordpress install.I've had okay luck so far with getting a Codeigniter instance (via get_instance()) to show up and made the necessary modifications to get the two applications to stay out of each other's way for the most part.However, I'm up against a wall now with regard to anything past the root index.php of the Wordpress site.URL's look like /parent/content/external/wordpress where ""parent"" is the Codeigniter root folder and wordpress is the Wordpress root folder.I can load up example.com/parent/content/external/wordpress (with or without index.php) but anything like wordpress/sample-page results in a Codeigniter 404 error.It seems like Codeigniter is trying to resolve the URL to a controller and method, but failing.  I am getting 404 errors in my CI logs that point to the first segment of the Wordpress url (sample-page in the example above).Does anybody know how I might get CI to stop trying to resolve when loaded via the code that was shoved into the Wordpress index.php file?Contents of that file pasted below. Thank you!",1.437E+12,0,6,FALSE,0,/questions/31442992/calling-codeigniter-get-instance-in-wordpress-causes-404
How to skip an argument using <funcional> in C++11/98,"Say I have a function:And I have an algorithm that calls a function and passes it two arguments:How can I pass function to my_algorithm by manipulating the function or function object, without manually creating a wrapper? For reference, the wrapper I don't want to create would look like this:In other words, I'd like to find the function or series of functions that correspond to some_operations in the following code:This seems to work: http://ideone.com/6DgbA6In c++11, which your question is tagged, Use a lambda.
Here's the code:What a lambda does for you is it creates that wrapper for your. If you want for that to be generic (templated) and you have c++14, then your can use auto:",1.437E+12,2,24,FALSE,1,/questions/31442984/how-to-skip-an-argument-using-funcional-in-c11-98
Java HtlmUnit failing to find elements on a page,"I've used htmlunit to send a login through a form before and I've been trying to do it again but just can't get it to work on this site: http://www.runescape.com/companion/comapp.wsUsing the code Returns nothing, even though when you inspect element on the page the form: <form name=""loginForm"" ng-submit=""login()"" autocomplete=""off"" class=""ng-pristine ng-invalid ng-invalid-required""> ... </form>
clearly exists.Also the codeandboth return nothing despite there being an input field named ""username"" with the id of ""username""Edit: I'm not sure if I'm going about this wrong, or this method just wont work on this particular page for some reason that I'm not seeing. A fix to my code, or any alternative methods of logging in are much appreciated. Thanks!",1.437E+12,0,6,FALSE,0,/questions/31442983/java-htlmunit-failing-to-find-elements-on-a-page
"When signing into Magento admin, it initially allows me to sign in, but when I click any link in the admin, it boots me out. Why?","Basically whenever I try to login to the Magento admin, it initially works fine, but as soon as I click on a link, it boots me out.  When I log back in, everything works fine.  There's also some weird behavior in that I have to clear the cache anytime I need to run a sales report (or any other report.)  ",1.437E+12,0,2,FALSE,0,/questions/31442979/when-signing-into-magento-admin-it-initially-allows-me-to-sign-in-but-when-i-c
Cannot get FRED data via R,I am getting an error when I download data from FRED:Here is what I run:When I manually paste the URL it will download the file...,1.437E+12,0,10,FALSE,0,/questions/31442978/cannot-get-fred-data-via-r
pywin32 service start error: no module named 'tmp',"I am attempting to start a Python script as a Windows service using pywin32. I can properly install and remove the service, but while installed, its state never changes from ""stopped."" How can I fix my code so that the service actually runs?",1.437E+12,0,3,FALSE,0,/questions/31442977/pywin32-service-start-error-no-module-named-tmp
Trying to pass a rails parameter to yelp api,"I am new to rails and I'm trying to pass Html Geolocation api values for longitude and latitude to the Yelp api Gem.  This is what I've got;And here's the Yelp;And I'm getting a ""Missing required latitude or longitude parameters"" Yelp error.",1.437E+12,0,3,FALSE,0,/questions/31442976/trying-to-pass-a-rails-parameter-to-yelp-api
Deadstripping an assembly code PROC in MASM,I have some code that I've written in Assembly and assembled with MASM.  Is it possible to have functions in an .obj file that was assembled with MASM be deadstripped if they are not referenced by any calling code?,1.437E+12,0,2,FALSE,0,/questions/31442973/deadstripping-an-assembly-code-proc-in-masm
uncaughtException not catching thrown Errors,"I'm working on an api in Node.js and learned about an option to give my errors one last look before crashing my app...(uncaughtException)Note: I'm well read at this point on all the reasons some people don't like this feature, so please don't post those concerns here.The problem I'm experiencing is this:I create custom error classes for different pieces of code. for instance a Redis_Exception, which will get thrown in response to errors in my cache layer.However the following does not bubble up to my uncaughtException function:Instead my app simply prints Redis_Exception: Some error here to the console. No stack trace as per usual.Is there some reason that errors thrown in this manner would not bubble up to the top of my applications process?",1.437E+12,0,4,FALSE,0,/questions/31442972/uncaughtexception-not-catching-thrown-errors
Passing in a lot of parameters for a Game application,"I am coding my first game in C#, and I am still pretty new to C#. Coming from javascript, I tend to make big objects and then pass them to a function that then deals with it. Is it a good approach to use the same concept in C#? Le exampleDoes this make any sense?Yes you should make classes and pass them to functions.  Getting over three parameters you need to take a step back and ask ""Should this be a class?""",1.437E+12,1,20,FALSE,0,/questions/31442970/passing-in-a-lot-of-parameters-for-a-game-application
Linker warnings in xcode 6.4,I use c++ library projects (that uses boost 1.57 library) for my ios app and when I build my app i get hundreds of linker warnings. The app runs totally fine.The prominent warning is How do i get rid of these linker warnings? Any possible way other than suppression?Thanks,1.437E+12,0,5,FALSE,0,/questions/31442968/linker-warnings-in-xcode-6-4
UI Text Field postioning Swift,"I am a newbie to ios development and am fairly confused about how to position a UI Text field in swift. I am working with sprite kit and am creating a gaem that involves inputing a quadratic equation. I want to position my text fields along side my labels so it say y=_x^2+x+. When I run the following code, my text fields are in the top left corner! What should I do?",1.437E+12,0,6,FALSE,1,/questions/31442967/ui-text-field-postioning-swift
mysqli - Delete metod not deleting,Got a delete method which is not working ... can anybody figure out why it's returning 0? The item is present in the table.,1.437E+12,0,14,FALSE,0,/questions/31442964/mysqli-delete-metod-not-deleting
How to have different logger for sub package using log4j.properties,So in the case above i want all the class in com.mycompany to be in INFO mode but anything that is part of AprCalculation class to be in DEBUG mode. Somehow everything is logging in info mode only. I don't have any log4j.properties in my tomcat. ,1.437E+12,0,2,FALSE,0,/questions/31442963/how-to-have-different-logger-for-sub-package-using-log4j-properties
Index out of range Exception - Java Graph Data Structure when deleting,"I have been trying to implemented a Graph Data Structure using linked List but when I remove a vertex it crash. 
I don't see what is the cause of this issue.
Is there something i'm not doing right?This is the error:
3 Vertices, 3 edgesThis is my implementation for an bi-directional graphUndirectedGraph.javaThis is my main.
main.java",1.437E+12,0,12,FALSE,0,/questions/31442962/index-out-of-range-exception-java-graph-data-structure-when-deleting
passwords and usernames in properties file,"I am creating a dynamic web project in Eclipse, using JSPs and java classes. I have a .properties file with secure usernames and passwords that I want to use on my web page, these codes need to be very secure. What is the best/easiest/simplest way to accomplish this? I've read other articles, but I don't know how secure the answers are. It'd be nice to stay away from downloading/importing more files.",1.437E+12,0,3,FALSE,0,/questions/31442961/passwords-and-usernames-in-properties-file
"In TFS, how to add a post commit hook or something like that to trigger Jobs in Jenkins after checkin?","Instead of using ""Poll SCM"" option in Jenkins, i wanted to know if there is a way where we can trigger Jenkins build when someone checks in something in TFS. I saw few people talking about Post-commit hooks but I couldn't get clear picture from those forums. I don't think there is a option to add post-commit hook in Visual Studio. Can someone please explain (wheres and hows). Thanks in advance.",1.437E+12,0,3,FALSE,0,/questions/31442958/in-tfs-how-to-add-a-post-commit-hook-or-something-like-that-to-trigger-jobs-in
MEAN Stack how does routing between express and angular work?,"I'm using express static to point to public directoryhow can I have it so most of the routing for UI is from AngularJS, as of now, it does not work unless on app.js I specify something like thisif I remove the above part, and create /public/app.js instead, it does not workSimply said, what I need is to point to index.html on express, and afterward routing should be done by angular, that way I can do checking on login authentication and reroute to index page, if user not login and try to access other page.this is what I have for app.js (express) --> /project/app.jsand this is the index.html --> myproject/public/index.htmlIn your router.js to do all your API routes first, then a wildcard route for Angular, like this:The index.html being the starting point of your Angular application.One more thing, make sure the index.html has the following in the ""head"" tag:",1.437E+12,1,17,FALSE,0,/questions/31442955/mean-stack-how-does-routing-between-express-and-angular-work
Toggle array of google map markers from jsonp source,"I am building a Google Map using data stored in a Google Sheet (spreadsheet header row removed) that is fed to the map via an Apps Script json feed.  I can get the markers (and their associated infoWindows) rendered with no issues.  It is working great.What I can't seem to break the code on is how to toggle visibility of the marker array using a checkbox.  Below is my code, with the console.log results.  I am relatively new to coding, and it is very hard to find good examples of how to do this in the Google documentation.  Hoping someone can lend a hand...HTML:Script:",1.437E+12,0,5,FALSE,0,/questions/31442951/toggle-array-of-google-map-markers-from-jsonp-source
How can I change an HTML class for a mobile device?,How can I update the Bootstrap class .row-eq-height to have display: block; for mobile only?This is what I've tried.CSS method:Be sure to change the pixel value to target your specific mobile devices.Read more about media queries here: CSS Media Queries - MDN Docs.jQuery/JS method:The above code does not support IE9 because of the use of window.matchMedia().Read more about this method here: Window.matchMedia() - MDN Docs.,1.437E+12,1,9,FALSE,0,/questions/31442946/how-can-i-change-an-html-class-for-a-mobile-device
supervisorctl error (xml parser) in otherwise working local configuration,"This is a real head-scratcher for me. Don't know where to start, please help.I have a local environment running nginx, and gunicorn under supervisor on Mac OS X Yosemite.Everything is working fine except for supervisorctl:This doesn't really seem like a configuration problem to me, especially when everything else is working, so... what exactly is going wrong, and how do I fix it?",1.437E+12,0,4,FALSE,0,/questions/31442945/supervisorctl-error-xml-parser-in-otherwise-working-local-configuration
sqlite3 won't go away?€?ruby on rails,"I am trying to get rid of sqlite3 on my rails app and use postgres instead. I updated my gem file and removed it. manually uninstalled the sqlite3 gem. Got rid of it in my database.yml file. When I run rake db:create (As instructed on heroku) I get this:I tried a whole bunch of rake commands and it continually refers to sqlite3. Why? I removed it? How do I remove it permanently from my app so I can go ahead and use postgres to deploy to heroku? 
thank you so much itches head in mild frustrationThis might be a sticky setting because spring is running.  Did you try stopping spring?",1.437E+12,1,8,FALSE,1,/questions/31442941/sqlite3-wont-go-away-ruby-on-rails
Why does my items.json file only return a '[' after a crawl in Scrapy?,"I am using this tutorial to crawl websites using Scrapy and send that data to be indexed in Solr. I keep getting an almost empty items.json file, and then when I try to index and run my Solr instance I get this error: ""File ""inject.py,"" line 9 in   items = json.load(open(args.inputfile)). IOError: No such file or director: 'items.json'. My project is called blog and items.json is under blog/. The spider (blogspider) is under blog/blog/spiders. The inject.py file is under the home directory alongside the blog project. I copied all the code from the tutorial to a T. Please help with both issues. Also, can I do the same for xml files by just changing ""json"" to ""xml""? (only has a [)",1.437E+12,0,6,FALSE,0,/questions/31442938/why-does-my-items-json-file-only-return-a-after-a-crawl-in-scrapy
How to apply a class on <li> when mouse is hovering on it?,"I defined a CSS class ""active"", and want to apply this class on a <li> tag only when the mouse is hovering on it. How to do that?Here is a Bootstrap example:And when the mouse is hovering on any <li>, apply class ""active"" on it. Thanks.Why do you want to create a class .active?
you should do it this way:this way, you don't need to create a seperate class for the hovering.Add this .list-group-item:hover{color: white;} to your CSS like this example https://jsfiddle.net/7sud8341/2/Try This:HTML <li class=""active list-group-item"">First item</li>CSS li.active:hover {...}Use a combination of 'hover' and 'mouseout' events:Here the corresponding JSFiddle.you should avoid using unnecessary javascript when you can do it simply with CSS, like everyone else pointed out alreadybut nonetheless jquery way would befirst block is when the mouse is over the element, second is when it leaves it
https://jsfiddle.net/o9na7ps0/1/hover on every lihover on class list-group-itemhover on li with class list-group-item",1.437E+12,6,32,FALSE,0,/questions/31442937/how-to-apply-a-class-on-li-when-mouse-is-hovering-on-it
Displaying price in cents,"I'm trying to display a price in cents (99??) instead of dollars ($0.99) using NSNumberFormatter and a locale.This code turns a price of 99 cents into the string: $0.99. Is there a way to get NSNumberFormatter to try to use smaller/cent denominations, when possible, instead?",1.437E+12,0,10,FALSE,0,/questions/31442936/displaying-price-in-cents
I don't know what's wrong with my syntax,"I have a code written below as but when I run the script, when the code gets to the set fileday part it gives me an error saying incorrect syntax, but appears to accept the value anyways. But then when I try to check the two in the if case it won't echo same, meaning that even though they are the same, they aren't considered the same. It won't even echo not same.What's wrong?Wrapping today and filename in %% declares that they are variables. Without it, the program interprets that they are plain text. Also, else statements MUST be  on the same line as the if statement's closing parenthesis.To read more about if/else, click here.Note: For the sake of a good program i added @echo off to prevent the command prompt from appearing and pause to halt the program when it reaches a conclusion.",1.437E+12,2,6,TRUE,0,/questions/31442935/i-dont-know-whats-wrong-with-my-syntax
How to add user input to a JavaScript array,"I am in the process of learning JavaScript and jQuery, so apologies if any of this sounds naive or obvious. I started what I thought was a fairly simple project to practice and hopefully learn something in the process. What I want to do is this: the user inputs a sentence and hits a submit button. The sentence gets added to a list of other sentences submitted by people (preferably on a separate file, preferably encrypted, but not necessary). Then, the website grabs a random sentence from the list and displays it. I am not asking on how to build all of this. I have already put most of it together, but I am including it here for reference. I have a separate javascript file with the array of quotes.Then I randomly display one using this:And adding <script> getQuote(); </script> to the html.This all works fine.The part I cannot seem to figure out is taking user input and adding it to the jQuery array. I am using a contenteditable div instead of an <input> because I want it to have multiple lines of text and have a character limit, which as far as I know can only be done with a contenteditable div (according to the research I did at the time, I may be wrong).I have looked around and tried many if not all the examples I found of how to do this, and none of them worked. This is the last method I tried, if it helps:So, to reiterate, I want to take user input and add it to a JavaScript array. I have scoured stackoverflow and the interet but nothing has worked. Please help!should be EDIT: With a content editable div you need to use text() instead. Here is an example fiddle. https://jsfiddle.net/Problem is document.getElementsByClassName(""input"") gives you a NodeList and not just a single html element. So if you do this document.getElementsByClassName(""input"").value, you will end up quotes as [undefined, undefined ... undefined]. Assuming you have single element with the class name input, go with index 0. Also as you stated that you are using div with attribute contenteditable, you may try this instead. document.getElementsByClassName(""input"")[0].innerHTMLTry this example.

var quotes = [];

$(function() {
  $('#btn').on('click', function(e) {
    quotes.push($('#quote').html());
    alert(quotes.join(''));
  });
});
#quote {
  border: 1px solid grey;
  height: 100px;
}
<script src=""https://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js""></script>
<div contenteditable='' id='quote'></div>
<input type='button' id='btn' value='Submit' />


NOTE: suggest NOT using the ""input"" class name and use some other one as that might be confusing to others at some point later (confused by element named input)I also added the paragraph tags as that would provide a consistent pattern for your input text.  Assumption on my part however.NOTE I also assume that the element IS an input type with the .value since that is NOT provided (the markup)",1.437E+12,3,27,FALSE,1,/questions/31442931/how-to-add-user-input-to-a-javascript-array
Websocket connection does nothing when connecting redis subscribe,I am trying to make a websocket connection open to my php redis file which is doing subscribe to listen to any redis publish messages on a certain channel. Here is my redis php file which does the redis subscribeI am using predis btwHere is how I implement the javascript websocket connectionThis doesnt seem to be doing anything. Not showing the connection open log or connection error log. Am I doing anything wrong in the javascript end or php redis end? I am not sure what I am doing wrong,1.437E+12,0,6,FALSE,0,/questions/31442930/websocket-connection-does-nothing-when-connecting-redis-subscribe
Initalizing Malloc'ed structure,"I am trying to initalize a structure using braces, but i am really trying to initalize the structure that is pointed to by a pointer returned from a malloc call.I understand how to do that, but i need to do it in this context.(This was answered in comments, so making it a CW).You need to cast the right-hand side of the assignment, like so:As pointed out by @cremno in the comment, this isn't a cast but rather an assignment of a compound literalThe relevant section of the C99 standard is: 6.5.2.5 Compound literals which says:bar is a pointer that holds reference to the malloced foo structUse bar->x=3;bar->y=4 ",1.437E+12,2,19,TRUE,1,/questions/31442927/initalizing-malloced-structure
